PlateName	Well	Content	compoundID_384	compoundID	mol.weight.Structure	Name	SecName	Class	Enzyme	Action	Selectivity	Description	GeneID	Selectivity_updated
P4	I10	sample	79958	79958	497,33307	S(+)-Raclopride L-tartrate		Dopamine		Antagonist	D2	Selective D2 dopamine receptor antagonist	79958	dopamine receptor
P4	I11	sample	79879	79879	256,77812	Prilocaine hydrochloride	N-(2-Methylphenyl)-2-(propylamino)propanamide hydrochloride	Na+ Channel		Blocker		Na+ channel blocker	79879	Na+-channel
P4	I12	sample	79959	79959	167,20946	(+-)-Synephrine	4-hydroxy-alpha-(methylaminomethyl)benzyl alcohol	Adrenoceptor		Agonist	alpha	alpha-Adrenoceptor agonist; vasoconstrictor	79959	adrenoceptor
P4	I13	sample	79880	79880	345,91641	(+-)-PPHT hydrochloride	(+-)-2-(N-Phenylethyl)-N-propyl)amino-5-hydroxytetralin hydrochloride	Dopamine		Agonist	D2	Potent D2 dopamine receptor agonist	79880	dopamine receptor
P4	I14	sample	79960	79960	317,43194	Tetrabenazine	9,10-Dimethoxy-1,3,4,6,7,11b-hexahydro-3-isobutyl-2H-benzo[a]quinolizin-2-one	Neurotransmission	Enzyme	Inhibitor	VMAT	Reversible type 2 vesicular monoamine transporter (VMAT) inhibitor. It depletes dopamine stores.	79960	VMAT
P4	I15	sample	79881	79881	393,46503	Pirenperone	R-47,465	Serotonin		Antagonist	5-HT2	5-HT2 Serotonin receptor antagonist	79881	serotonin receptor
P4	I16	sample	79961	79961	350,25845	SKF 75670 hydrobromide	7,8-dihydroxy-3-methyl-1-phenyl-2,3,4,5-tetrahydro-1H-3-benzazepine hydrobromide	Dopamine		Agonist	D1	Atypical D1 dopamine receptor agonist; displays antagonist activity in vitro and agonist activity in vivo	79961	dopamine receptor
P4	I17	sample	79882	79882	335,29936	Phenylbenzene-omega-phosphono-alpha-amino acid	PMBA	Glycine		Antagonist		Selective strychnine-sensitive glycine receptor antagonist	79882	NA
P4	I18	sample	79962	79962	105,09414	D-Serine	R(-)-2-Amino-3-hydroxypropionic acid	Glutamate		Agonist	NMDA-Glycine	Glycine mimic active at the strychnine-insensitive glycine binding site associated with the NMDA glutamate receptor as well as the inhibitory post-synaptic glycine receptor	79962	NMDA
P4	I19	sample	79883	79883	746,9305	Quinidine sulfate		Na+ Channel		Antagonist		Na+ channel blocker and Class I antiarrythmic; alkaloid isolated from the bark of the Cinchona family of South American trees	79883	Na+-channel
P4	I20	sample	79963	79963	341,43226	(-)-Sulpiride	(-)-5-Aminosulfonyl-N-[(1-ethyl-2-pyrrolidinyl)methyl]-2-methoxybenzamide	Dopamine		Antagonist	D2	D2 dopamine receptor antagonist; antipsychotic	79963	dopamine receptor
P4	I21	sample	79884	79884	374,35621	Quipazine, 6-nitro-, maleate	6-Nitro-2-(1-piperzinyl)-quinoline maleate	Serotonin		Inhibitor	Reuptake	Potent and selective serotonin reuptake inhibitor	79884	serotonin
P4	I22	sample	79964	79964	296,32582	IMS2186	3-[1-(3-Hydroxy-4-methoxyphenyl)-meth-(E)-ylidene]-6-methyl-chroman-4-one	Cell Cycle		Inhibition	G2	IMS2186 is an anti-proliferative and anti-angiogenic. The proposed mechanism action, under investigation, is blocking the cell cycle at G2 and inhibition of the production of PGE2/TNF-a.	79964	G2-M checkpoint
P4	I23	ctrl Vinblastin 0.1µM	ctrl_Vinblastin_0.1µM	80101_1									ctrl Vinblastin 0.1µM	Tubulin
P4	I24	ctrl IWP	ctrl_IWP										ctrl IWP	WNT
P4	J03	sample	80035	80035	213,24097	SIB 1757	6-Methyl-2-(phenylazo)-3-pyridinol	Glutamate		Antagonist	mGluR5	Highly selective mGlu5 metabotropic glutamate receptor antagonist	80035	glutamate receptor
P4	J04	sample	80115	80115	392,50521	PAC-1	(4-Benzylpiperazino)acetic acid (3-allyl-2-hyroxybenzylidene)hydrazide	Apoptosis	Enzyme	Activator	Caspase 3	Caspase 3 activator; apoptosis inducer.	80115	Caspase 3
P4	J05	sample	80036	80036	370,67639	(+-)-6-Chloro-PB hydrobromide	(+-)-SKF-81297 hydrobromide	Dopamine		Agonist	D1	D1 dopamine receptor agonist	80036	dopamine receptor
P4	J06	sample	80116	80116	266,4716	D-609 potassium	Carbonodithioic acid, O-(octahydro-4,7-methano-1H-inden-5-yl) ester potassium	Lipid	Enzyme	Inhibitor	PIPLC	Xanthogenate derivative with in vitro anti-tumor and anti-HIV-1 activity; inhibits phospholipase D and phosphatidylcholine phospholipase C (PIPLC)	80116	PIPLC
P4	J07	sample	80037	80037	328,80424	SB 206553 hydrochloride	N-3-Pyridinyl-3,5-dihydro-5-methyl-benzo[1,2-b:4,5-b']dipyrrole-1(2H)-carboxamide hydrochloride	Serotonin		Antagonist	5-HT2C/5-HT2B	Potent 5-HT2C/5-HT2B serotonin receptor antagonist	80037	serotonin receptor
P4	J08	sample	80117	80117	445,88868	Trifluperidol hydrochloride	R 2498 hydrochloride; Triperidol hydrochloride	Dopamine		Antagonist	D1/D2	Dopamine receptor antagonist; antipsychotic	80117	dopamine receptor
P4	J09	sample	80038	80038	296,5403	Tetraethylthiuram disulfide	Disulfiram	Biochemistry	Enzyme	Inhibitor	Alcohol Dehydrogenase	Alcohol dehydrogenase inhibitor	80038	Alcohol Dehydrogenase
P4	J10	sample	80118	80118	323,39527	5HPP-33	5-Hydroxy-(2,6-diisopropylphenyl)-1H-isoindole-1,3-dione, 1H-Isoindole-1,3(2H)-dione, 2-[2,6-bis(1-methylethyl)phenyl]-5-hydroxy-	Cytoskeleton and extracellular matrix		Inhibitor	microtubules	5HPP-33 is a thalidomide derivative which was reported to be active as anticancer agent through stabilization of the microtubules	80118	Tubulin
P4	J11	sample	80039	80039	441,96206	Trequinsin hydrochloride	HL 725	Cyclic Nucleotides	Enzyme	Inhibitor	PDE III	Phosphodiesterase III (PDE III) inhibitor	80039	PDE
P4	J12	sample	80119	80119	613,69215	SKF 95282 dimaleate	N-[3-[3-(1-Piperidinylmethyl)phenoxy]propyl]-2-benzothiazolamine dimaleate; Zolantidine	Histamine		Antagonist	H2	H2 Histamine receptor antagonist.	80119	Histamine receptor
P4	J13	sample	80040	80040	294,31273	Tyrphostin AG 490	2-propenamide	Phosphorylation	Enzyme	Inhibitor	JAK2	Jak-2 protein tyrosine kinase (PTK) inhibitor	80040	JAK2
P4	J14	sample	80120	80120	239,67001	(+)-Norfenfluramine hydrochloride	JP 92, NSC 43036, S-(+)-a-Methyl-3-(trifluoromethyl)benzeneethanamine hydrochloride	Serotonin		Agonist		the major hepatic metabolite of (+)-fenfluramine and is primarily responsible for the anorexic effect, as well as side effects; (+)-norfenfluramine causes vasoconstriction and a blood pressure increase	80120	NA
P4	J15	sample	80041	80041	314,17354	(6R)-5,6,7,8-Tetrahydro-L-biopterin hydrochloride		Neurotransmission	Enzyme	Cofactor	Tyrosine & tryptophan hydroxylase, NOS	Cofactor for tyrosine hydroxylase, tryptophan hydroxylase and nitric oxide synthase	80041	Tyrosine & tryptophan hydroxylase, NOS
P4	J16	sample	80121	80121	448,09287	A-134974 dihydrochloride hydrate	N7-[(1'R,2'S,3'R,4'S)-2',3'-dihydroxy-4'-aminocyclopentyl]-4-amino-5-iodopyrrolopyrimidine dihydrochloride hydrate	Phosphorylation	Enzyme	Inhibitor	ADK	Adenosine kinase inhibitor.	80121	ADK
P4	J17	sample	80042	80042	308,33982	Tyrphostin AG 698	Tyrphostin B52	Phosphorylation	Enzyme	Inhibitor	EGFR	EGFR protein tyrosine kinase inhibitor	80042	EGFR
P4	J18	sample	80122	80122	428,44293	Wortmannin from Penicillium funiculosum		Phosphorylation	Enzyme	Inhibitor	PI3K	Potent and specific phosphatidylinositol 3-kinase (P13-K) inhibitor	80122	PI3K
P4	J19	sample	80043	80043	440,89292	BAY 61-3606 hydrochloride hydrate	2-[[7-(3,4-Dimethoxyphenyl)imidazo[1,2-c]pyrimidin-5-yl]amino]pyridine-3-carboxamide hydrochloride	Phosphorylation	Enzyme	Inhibitor	Tyrosine kinase	Spleen tyrosine kinase (Syk) inhibitor; anti-inflammatory	80043	Tyrosine kinase
P4	J20	sample	80123	80123	256,79969	Xylazine hydrochloride	N-(2,6-Dimethylphenyl)-5,6-dihydro-4H-1,3-thiazin-2-amine hydrochloride	Adrenoceptor		Agonist	alpha2	alpha2 Adrenoceptor agonist; anesthetic	80123	adrenoceptor
P4	J21	sample	80044	80044	181,21449	Pifithrin-mu	PFTmu; 2-Phenylethynesulfonamide	Apoptosis		Inhibitor	p53 binding	Anti-apoptotic; inhibits p53 binding to mitochodria as well as Bcl-xL and Bcl-2 proteins. Does not affect transcriptional functions of p53.	80044	p53
P4	J22	sample	80124	80124	234,21039	Zonisamide sodium	1,2-Benzisoxazole-3-methanesulfonamide	Anticonvulsant				Antiepileptic; effective in various animal epilepsy models and in humans with both partial and generalized epileptic seizures	80124	NA
P4	K01	ctrl PD	ctrl_PD	79902									ctrl PD	MEK
P4	K02	ctrl RAPA	ctrl_RAPA										ctrl RAPA	mTOR
P4	K03	sample	79885	79885	123,1151	Pyrazinecarboxamide	Pyrazinoic acid amide; pyrazinamide; PZA	Antibiotic				Antibiotic; tuberculostatic	79885	NA
P4	K04	sample	79965	79965	287,32381	Rutaecarpine	Rutecarpine	K+ Channel		Blocker		Delayed rectifier K+ channel blocker; inhibits platelet aggregation; vasoldilator	79965	K+-channel
P4	K05	sample	79886	79886	274,27583	Phloretin	3-(4-Hydroxyphenyl)-1-(2,4,6-trihydroxyphenyl)-1-propanone	Ca2+ Channel		Blocker	L-Type	Blocks L-type Ca2+ channels	79886	Ca2+-channel
P4	K06	sample	79966	79966	587,47899	Phosphoramidon disodium	N-(alpha-Rhamnopyranosyloxyhydroxyphosphinyl)-Leu-Trp disodium	Biochemistry	Enzyme	Inhibitor	Endopeptidase	Inhibitor of mammalian enkephalinase and some metallo-endopeptidases; potent inhibitor of thermolysin and other bacterial metallo-endopeptidases	79966	Endopeptidase
P4	K07	sample	79887	79887	169,65569	Tranylcypromine hydrochloride	(+-)-trans-2-Phenylcyclopropylamine hydrochloride	Neurotransmission	Enzyme	Inhibitor	MAO	MAO inhibitor; antidepressant	79887	MAO
P4	K08	sample	79967	79967	390,91394	Rauwolscine hydrochloride	alpha-Yohimbine hydrochloride	Adrenoceptor		Antagonist	alpha2	alpha2 Adrenoceptor antagonist	79967	adrenoceptor
P4	K09	sample	79888	79888	448,40445	Propantheline bromide	(2-Hydroxyethyl)diisopropylmethylammonium bromide xanthene-9-carboxylate bromide	Cholinergic		Antagonist	Muscarinic	Muscarinic acetylcholine receptor antagonist; antispasmodic	79888	acetylcholine receptor
P4	K10	sample	79968	79968	514,53708	Sobuzoxane	4,4'-(1,2-Ethanediyl)bis(1-isobutoxycarbonyloxymethyl-2,6-piperazinedione)	Gene Regulation	Enzyme	Inhibitor	Topo II	DNA topoisomerase II inhibitor; induces apoptosis.	79968	Topo II
P4	K11	sample	79889	79889	306,36759	Propentofylline	HWA 285	Adenosine		Inhibitor	Transporter	Nerve growth factor stimulator; adenosine transport inhibitor; non-selective adenosine receptor antagonist	79889	Adenosine-receptor
P4	K12	sample	79969	79969	314,36843	Sulfaphenazole	4-Amino-N-(1-phenyl-1H-pyrazol-5-yl)-benzenesulfonamide	Multi-Drug Resistance	Enzyme	Inhibitor	Cytochrome P4502C	Antibacterial; inhibitor of cytochrome P4502C enzymes	79969	Cytochrome P450
P4	K13	sample	79890	79890	409,96326	Org 27569	5-chloro-3-ethyl-1H-indole-2-carboxylic acid [2-(4-piperidin-1-yl-phenyl)-ethyl]-amide	Cannabinoid		Modulator	CB1	Allosteric modulator of the CB1 cannabinoid receptor.	79890	CB
P4	K14	sample	79970	79970	111,53147	Semicarbazide hydrochloride	Hydrazine carboxamide hydrochloride	Neurotransmission	Enzyme	Inhibitor	MAO	Monoamine oxidase (MAO) inhibitor	79970	MAO
P4	K15	sample	79891	79891	311,34049	IC 261	1,3-Dihydro-3-[(2,4,6-trimethoxyphenyl)methylene]-2H-indol-2-one	Phosphorylation	Enzyme	Inhibitor	CK-1delta/epsilon	Casein kinase-1 (CK-1delta/epsilon) inhibitor.	79891	CaseinKinase
P4	K16	sample	79971	79971	331,76128	SC 19220	2-acetylhydrazide 10(11H)-carboxylic acid	Prostaglandin		Antagonist	EP1	EP1 Prostanoid receptor antagonist	79971	EP1
P4	K17	sample	79892	79892	207,25273	Bay 11-7082	(E)-3-(4-Methylphenylsulfonyl)-2-propenenitrile	Phosphorylation		Inhibitor	IKB-alpha	Inhibitor of cytokine-induced IKB-alpha phosphorylation	79892	IKB-alpha
P4	K18	sample	79972	79972	576,71198	Albuterol hemisulfate	Salbutamol hemisulfate	Adrenoceptor		Agonist	beta2	beta Adrenoceptor agonist	79972	adrenoceptor
P4	K19	sample	79893	79893	264,12645	SMER28	6-Bromo-N-2-propenyl-4-quinazolinamine	Cell Biology		Enhancer	Autophagy	Small molecule modulator of mammalian autophagy.	79893	Autophagy
P4	K20	sample	79973	79973	402,92509	SKF 96365	1-(beta-[3-(4-Methoxyphenyl)propoxy]-4-methoxyphenethyl)-1H-imidazole hydrochloride	Ca2+ Channel		Inhibitor		Selective inhibitor of receptor-mediated and voltage-gated Ca2+ entry	79973	Ca2+
P4	K21	sample	79894	79894	319,28018	Quinelorane dihydrochloride	LY-163,502	Dopamine		Agonist	D2	D2 Dopamine receptor agonist; 2-aminopyridine analog of Quinpirole	79894	dopamine receptor
P4	K22	sample	79974	79974	603,76255	Salmeterol xinafoate	(+-) 4-Hydroxy-a1-[[[6-(4-phenylbutoxy)hexyl]amino]m-ethyl]-1,3-benzenedimethanol xinafoate; GR 33343X xinafoate	Adrenoceptor		Agonist	beta2	beta2 Adrenoceptor agonist	79974	adrenoceptor
P4	K23	ctrl U0126	ctrl_U0126	80091									ctrl U0126	MEK
P4	K24	neg ctr DMSO	neg_ctr_DMSO										neg ctr DMSO	NA
P4	L03	sample	80045	80045	195,26641	SIB 1893	(E)-2-Methyl-6-[2-phenylethenyl]pyridine	Glutamate		Antagonist	mGluR5	Selective and noncompetitive antagonist of mGlu5 metabotropic glutamate receptor	80045	glutamate receptor
P4	L04	sample	80125	80125	437,19329	I-OMe-Tyrphostin AG 538	alpha-Cyano-(3-methoxy-4-hydroxy-5-iodocinnamoyl)-(3',4'-dihydroxyphenyl)ketone	Phosphorylation	Enzyme	Inhibitor	IGF-1 RTK	Insulin growth factor 1 (IGF-1) receptor protein tyrosine kinase inhibitor	80125	IGF-1 RTK
P4	L05	sample	80046	80046	223,23056	L-Beta-threo-benzyl-aspartate	(2S,3S)-2-Amino-3-benzylsuccinic acid	Neurotransmission		Antagonist	EAAT3	Preferential EAAT3 excitatory amino acid transporter inhibitor.	80046	EAAT3
P4	L06	sample	80126	80126	407,04374	Thioridazine hydrochloride		Dopamine		Antagonist	D1/D2	Dopamine receptor antagonist; Ca2+ channel antagonist; antipsychotic	80126	dopamine receptor
P4	L07	sample	80047	80047	348,87915	Granisetron hydrochloride	1-Methyl-N-[(3-endo)-9-methyl-9-azabicyclo[3.3.1]non-3-yl]-1H-indazole-3-carboxamide hydrochloride	Serotonin		Antagonist	5-HT3	serotonin 5-HT3 receptor antagonist and antiemetic	80047	serotonin receptor
P4	L08	sample	80127	80127	320,82212	3-Tropanyl-indole-3-carboxylate hydrochloride	ICS-205,930; Navoban; Tropisetron	Serotonin		Antagonist	5-HT3	Selective 5-HT3 serotonin receptor antagonist	80127	serotonin receptor
P4	L09	sample	80048	80048	402,06636	TCPOBOP	1,4-Bis-[2-(3,5-dichloropyridyloxy)]benzene	Transcription		Agonist	CAR	Constitutive androstane receptor (CAR) agonist; most potent known member of the phenobarbital-like class of CYP-inducing agents	80048	CAR
P4	L10	sample	80128	80128	282,38884	Tyrphostin A9	[[3,5-bis(1,1-Dimethylethyl)-4-hydroxyphenyl]methylene]-propanedinitrile	Phosphorylation	Enzyme	Inhibitor	PDGFR	Selective PDGF tyrosine kinase receptor inhibitor	80128	PDGFR
P4	L11	sample	80049	80049	316,46878	Tyrphostin AG 879	alpha-cyano-(3,5-di-t-butyl-4-hydroxy)thiocinnamide	Phosphorylation	Enzyme	Inhibitor	TrkA	Tyrosine kinase nerve growth factor receptor (TrkA) inhibitor; inhibits 140 trk protooncogene and HER-2	80049	TrkA
P4	L12	sample	80129	80129	138,12692	4-Imidazoleacrylic acid	Urocanic acid	Histamine	Enzyme	Inhibitor	Histidine ammonia-lyase/ decarboxylase	Histidine ammonia-lyase and decarboxylase inhibitor	80129	Histidine ammonia-lyase/ decarboxylase
P4	L13	sample	80050	80050	348,48956	TTNPB	Arotinoid acid	Transcription		Ligand	RAR-alpha, beta, gamma	Selective and highly potent retinoic acid analog with affinity for retinoic acid receptors (RAR) alpha, beta, and gamma	80050	RAR
P4	L14	sample	80130	80130	244,23298	CGP 57380	N3-(4-fluorophenyl)-1h-pyrazolo[3,4-d]pyrimidine-3,4-diamine	Phosphorylation	Enzyme	Inhibitor	MNK1	Cell-permeable, selective mitogen-activated protein kinase-interacting kinase 1 (MNK1) inhibitor.	80130	MNK1
P4	L15	sample	80051	80051	377,14358	cDPCP	cis-[Pt(NH3)2(py)Cl]+ chloride, cis-Diammine(pyridine)chloroplatinum(II) chloride	Cell Cycle			DNA-N7 of guanosine	cDPCP is a tumor cell permeable, potent platinum-based antineoplastic agent.	80051	DNA-N7 of guanosine
P4	L16	sample	80131	80131	350,46472	Vinpocetine	Eburnamenine-14-carboxylic acid ethyl ester;(3alpha, 16alpha)-Eburnamenine-14-carboxylic acid ethyl ester	Cyclic Nucleotides	Enzyme	Inhibitor	PDE I	Ca2+ /calmodulin-dependent phosphodiesterase1 (PDE1) inhibitor.	80131	PDE
P4	L17	sample	80052	80052	636,8095	NSC348884 hydrate	N1,N2-bis((3-imino-6-methyl-3H-indol-2-yl)methyl)-N1,N2-bis((6-methyl-1H-benzo[d]imidazol-2-yl)methyl)ethane-1,2-diamine hydrate	Apoptosis			p53	NSC34884 upregulates p53	80052	p53
P4	L18	sample	80132	80132	207,23686	ICI 63,137	2-Amino-6-methyl-4-propyl-[1,2,4]triazolo[1,5-a]pyrimidin-5(4H)-one	Cyclic nucleotides	Enzyme	Inhibitor	PDE4	Phosphodiesterase IV (PDE 4) inhibitor	80132	PDE
P4	L19	sample	80053	80053	394,44414	Triamcinolone	Fluoxyprednisolone	Hormone		Agonist	Glucocorticoid	Synthetic glucocorticoid agonist; inducer of gene expression and apoptosis	80053	Glucocorticoid
P4	L20	sample	80133	80133	345,36655	SCH 58261	7-(2-phenylethyl)-5-amino-2-(2-furyl)-pyrazolo-[4,3-e]-1,2,4-triazolo[1,5-c]pyrimidine	Purinoceptor		Antagonist	alpha2A	A2A adenosine receptor antagonist.	80133	adrenoceptor
P4	L21	sample	80054	80054	369,31304	Na-p-Tosyl-L-lysine chloromethyl ketone hydrochloride	TLCK hydrochloride	Cyclic Nucleotides	Enzyme	Inhibitor	Adenylyl cyclase	Adenylyl cyclase inhibitor; blocks the LPS- or cytokine-induced activation of nuclear factor kB (NFkB)	80054	Adenylyl cyclase
P4	L22	sample	80134	80134	401,94036	Caroverine hydrochloride	1-[2-(Diethylamino)ethyl]-3-[(4-methoxyphenyl)methyl]-2(1H)-quinoxalinone monohydrochloride	Glutamatergics		Antagonist	NMDA/AMPA	Nonselective NMDA and AMPA glutamate receptor antagonist.	80134	NMDA
P4	M01	ctrl PD	ctrl_PD	79902									ctrl PD	MEK
P4	M02	ctrl RAPA	ctrl_RAPA										ctrl RAPA	mTOR
P4	M03	sample	79895	79895	218,25758	Primidone		Anticonvulsant				Anticonvulsant	79895	NA
P4	M04	sample	79975	79975	296,84345	Ropinirole hydrochloride	SKF 101468; 4-[2-(dipropylamino)ethyl]-1,3-dihydro-2H-indol-2-one hydrochloride	Dopamine		Agonist	D3	Agonist at the D2 and D3 dopamine receptor subtypes, binding with higher affinity to D3 than to D2 or D4	79975	dopamine receptor
P4	M05	sample	79896	79896	195,69393	Pargyline hydrochloride	N-Methyl-N-2-propynylbenzylamine hydrochloride	Neurotransmission	Enzyme	Inhibitor	MAO-B	MAO inhibitor, relatively selective for MAO-B	79896	MAO
P4	M06	sample	79976	79976	296,32867	BIA 2-093	S-(-)-10-Acetoxy-10,11-dihydro-5H-dibenz[b,f]azepine-5-carboxamide	Na+ Channels		Blocker		Blocker of voltage-gated sodium channels; significantly blocks excitatory amino acid (glutamate and aspartate) release.	79976	Na+-channel
P4	M07	sample	79897	79897	295,81224	(S)-Propranolol hydrochloride	(S)-1-Isopropylamino-3-(1-naphthyloxy)-2-propanol hydrochloride	Adrenoceptor		Blocker	beta	Active beta-adrenoceptor receptor blocking enantiomer; 5-HT1 serotonin receptor antagonist	79897	adrenoceptor
P4	M08	sample	79977	79977	341,21559	Ibandronate sodium	(1-Hydroxy-3-(methylpentylamino)propylidene)bisphosphonic acid sodium	Lipid Signaling	Enzyme	Inhibitor	Farnesyl diphosphate synthase	Farnesyl diphosphate synthase inhibitor; inhibits bone resorption.	79977	Farnesyl diphosphate synthase
P4	M09	sample	79898	79898	393,28359	K114	trans,trans)-1-Bromo-2,5-bis-(4-hydroxy)styrylbenzene	Neurotransmission		Amyloid probe		A fluorescent, amyloid-specific dye, an analogue of Congo Red and BSB that recognizes amyloid lesions and allows the quantitative monitoring of the formation of amyloid fibrils assembled from the A_ peptide, a-synuclein, and tau.	79898	NA
P4	M10	sample	79978	79978	180,25182	Rilmenidine hemifumarate	N-(Dicyclopropylmethyl)-4,5-dihydro-2-oxazolamine;Oxaminozoline	Imidazoline		Agonist	I1	Selective I1 imidazoline receptor agonist.	79978	imidazoline
P4	M11	sample	79899	79899	467,42103	Ziprasidone hydrochloride monohydrate	5-[2-[4-(1,2-Benzisothiazol-3-yl)-1-piperazinyl]ethyl]-6-chloro-1,3-dihydro-2H-indol-2-one hydrochloride monohydrate; Geodon	Neurotransmission		Antipsychotic		Atypical antipsychotic; FDA approved for the treatment of schizophrenia.	79899	Antipsychotic
P4	M12	sample	79979	79979	295,30039	N2-Ethyl-2'-deoxyguanosine	N2-Et-dG	Gene Regulation		Transcription Blocker		N2-Et-dG, an adduct between DNA and the first metabolite of ethanol (acetaldehyde), strongly blocks transcription by RNA polymerases (RNAPs), including mammalian RNAPII and yeast RNAPII, E. coli RNAP, as well as T7 RNAP	79979	NA
P4	M13	sample	79900	79900	430,38088	Bicalutamide (CDX)	N-[4-Cyano-3-(trifluoromethyl)phenyl]-3-[(4-fluorophenyl)sulfonyl]-2-hydroxy-2-methylpropanamide; Casodex	Gene Regulation		Antagonist	AR	A non-steroidal Androgen Receptor (AR) antagonist and a pure antiandrogen.	79900	AR
P4	M14	sample	79980	79980	380,40118	(-)-Scopolamine methyl nitrate	Hyoscine methyl nitrate	Cholinergic		Antagonist	Muscarinic	Competitive muscarinic acetylcholine receptor antagonist	79980	acetylcholine receptor
P4	M15	sample	79901	79901	321,22758	A3 hydrochloride	N-(2-Aminoethyl)-5-chloronaphthalene-1-sulfonamide hydrochloride	Phosphorylation	Enzyme	Inhibitor	Casein kinase	Non-selective casein kinase (CK) inhibitor.	79901	CaseinKinase
P4	M16	sample	79981	79981	328,23003	SKF 89626	4-(3,4-dihydroxyphenyl)-4,5,6,7-tetrahydrothieno[2,3-c]pyridine	Dopamine		Agonist	D1	D1 dopamine receptor agonist	79981	dopamine receptor
